Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.LesserEqualEvaluator,lesser:equal,@LTEEvaluator,none,LesserEqualEvaluator,lesser:equal
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerLogic,register:logic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerLogic,register:logic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerLogic,register:logic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.AndEvaluator,and,@AndEvaluator,and,AndEvaluator,and
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerLogic,register:logic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerLogic,register:logic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerLogic,register:logic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.OrEvaluator,or,@OrEvaluator,or,OrEvaluator,or
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerLogic,register:logic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerLogic,register:logic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerLogic,register:logic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.NotEvaluator,not,@NotEvaluator,not,NotEvaluator,not
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.SetqEvaluator,none,@SetqEvaluator,none,SetqEvaluator,none
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,LambdaEvaluator,lambda
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.FuncallEvaluator,none,@BasicFuncallEvaluator+@FunctionEvaluator,basic:function,FuncallEvaluator,none
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.LetEvaluator,let,@LetEvaluator,let,LetEvaluator,let
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAll,register:all
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerLogic,register:logic
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerAdvance,register:advance
index.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
